-0.998101,0.0615945,0,0,-0.0615945,-0.998101,0,0,0,0,1,0,0,0,0,1|3.83609e-06,3.39015e-06,1,0,0.998101,-0.0615945,-3.61999e-06,0,0.0615945,0.998101,-3.61999e-06,0,0,0,0,1|3.83609e-06,3.39014e-06,1,0,0.0615909,0.998101,-3.61998e-06,0,-0.998101,0.0615909,3.62e-06,0,0,0,0,1|3.83609e-06,3.39014e-06,1,0,0.0615909,0.998101,-3.61998e-06,0,-0.998101,0.0615909,3.62e-06,0,-0.249525,0.0153977,9.05001e-07,1|3.83609e-06,3.39014e-06,1,0,-0.998102,0.0615873,3.62002e-06,0,-0.0615873,-0.998102,3.61996e-06,0,-0.249525,0.0153977,9.05001e-07,1|3.83609e-06,3.39014e-06,1,0,-0.998102,0.0615873,3.62002e-06,0,-0.0615873,-0.998102,3.61996e-06,0,-0.264922,-0.234128,1.80999e-06,1||
-0.989163,-0.146819,0,0,0.146819,-0.989163,0,0,0,0,1,0,0,0,0,1|3.04928e-06,4.11224e-06,1,0,0.989163,0.146819,-3.61999e-06,0,-0.146819,0.989163,-3.61999e-06,0,0,0,0,1|3.04928e-06,4.11224e-06,1,0,-0.146822,0.989163,-3.61998e-06,0,-0.989163,-0.146822,3.62e-06,0,0,0,0,1|3.04928e-06,4.11224e-06,1,0,-0.146822,0.989163,-3.61998e-06,0,-0.989163,-0.146822,3.62e-06,0,-0.247291,-0.0367056,9.05001e-07,1|3.04928e-06,4.11224e-06,1,0,-0.989162,-0.146826,3.62002e-06,0,0.146826,-0.989162,3.61996e-06,0,-0.247291,-0.0367056,9.05001e-07,1|3.04928e-06,4.11224e-06,1,0,-0.989162,-0.146826,3.62002e-06,0,0.146826,-0.989162,3.61996e-06,0,-0.210584,-0.283996,1.80999e-06,1||
-0.947862,-0.318682,0,0,0.318682,-0.947862,0,0,0,0,1,0,0,0,0,1|2.27762e-06,4.58488e-06,1,0,0.947862,0.318682,-3.61999e-06,0,-0.318682,0.947862,-3.61999e-06,0,0,0,0,1|2.27762e-06,4.58488e-06,1,0,-0.318685,0.947861,-3.61998e-06,0,-0.947861,-0.318685,3.62e-06,0,0,0,0,1|2.27762e-06,4.58488e-06,1,0,-0.318685,0.947861,-3.61998e-06,0,-0.947861,-0.318685,3.62e-06,0,-0.236965,-0.0796713,9.05001e-07,1|2.27762e-06,4.58487e-06,1,0,-0.947859,-0.318689,3.62002e-06,0,0.318689,-0.947859,3.61996e-06,0,-0.236965,-0.0796713,9.05001e-07,1|2.27762e-06,4.58487e-06,1,0,-0.947859,-0.318689,3.62002e-06,0,0.318689,-0.947859,3.61996e-06,0,-0.157293,-0.316636,1.80999e-06,1||
-0.866662,-0.498896,0,0,0.498896,-0.866662,0,0,0,0,1,0,0,0,0,1|1.33131e-06,4.94331e-06,1,0,0.866662,0.498896,-3.61999e-06,0,-0.498896,0.866662,-3.61999e-06,0,0,0,0,1|1.33131e-06,4.94331e-06,1,0,-0.498899,0.86666,-3.61998e-06,0,-0.86666,-0.498899,3.62e-06,0,0,0,0,1|1.33131e-06,4.94331e-06,1,0,-0.498899,0.86666,-3.61998e-06,0,-0.86666,-0.498899,3.62e-06,0,-0.216665,-0.124725,9.05001e-07,1|1.33131e-06,4.9433e-06,1,0,-0.866658,-0.498902,3.62002e-06,0,0.498902,-0.866658,3.61996e-06,0,-0.216665,-0.124725,9.05001e-07,1|1.33131e-06,4.9433e-06,1,0,-0.866658,-0.498902,3.62002e-06,0,0.498902,-0.866658,3.61996e-06,0,-0.0919395,-0.341389,1.80999e-06,1||
-0.748957,-0.662618,0,0,0.662618,-0.748957,0,0,0,0,1,0,0,0,0,1|3.12545e-07,5.10989e-06,1,0,0.748957,0.662618,-3.61999e-06,0,-0.662618,0.748957,-3.61999e-06,0,0,0,0,1|3.12545e-07,5.10989e-06,1,0,-0.662621,0.748955,-3.61998e-06,0,-0.748955,-0.662621,3.62e-06,0,0,0,0,1|3.12545e-07,5.10989e-06,1,0,-0.662621,0.748955,-3.61998e-06,0,-0.748955,-0.662621,3.62e-06,0,-0.187239,-0.165655,9.05001e-07,1|3.12545e-07,5.10989e-06,1,0,-0.748952,-0.662624,3.62002e-06,0,0.662624,-0.748952,3.61996e-06,0,-0.187239,-0.165655,9.05001e-07,1|3.12545e-07,5.10989e-06,1,0,-0.748952,-0.662624,3.62002e-06,0,0.662624,-0.748952,3.61996e-06,0,-0.0215827,-0.352893,1.80999e-06,1||
-0.632284,-0.774736,0,0,0.774736,-0.632284,0,0,0,0,1,0,0,0,0,1|-5.15675e-07,5.0934e-06,1,0,0.632284,0.774736,-3.61999e-06,0,-0.774736,0.632284,-3.61999e-06,0,0,0,0,1|-5.15675e-07,5.0934e-06,1,0,-0.774739,0.632282,-3.61998e-06,0,-0.632282,-0.774739,3.62e-06,0,0,0,0,1|-5.15675e-07,5.0934e-06,1,0,-0.774739,0.632282,-3.61998e-06,0,-0.632282,-0.774739,3.62e-06,0,-0.15807,-0.193685,9.05001e-07,1|-5.15675e-07,5.0934e-06,1,0,-0.632279,-0.774741,3.62002e-06,0,0.774741,-0.632279,3.61996e-06,0,-0.15807,-0.193685,9.05001e-07,1|-5.15675e-07,5.0934e-06,1,0,-0.632279,-0.774741,3.62002e-06,0,0.774741,-0.632279,3.61996e-06,0,0.0356148,-0.351754,1.80999e-06,1||
-0.486877,-0.87347,0,0,0.87347,-0.486877,0,0,0,0,1,0,0,0,0,1|-1.39946e-06,4.92444e-06,1,0,0.486877,0.87347,-3.61999e-06,0,-0.87347,0.486877,-3.61999e-06,0,0,0,0,1|-1.39946e-06,4.92444e-06,1,0,-0.873472,0.486874,-3.61998e-06,0,-0.486874,-0.873472,3.62e-06,0,0,0,0,1|-1.39946e-06,4.92444e-06,1,0,-0.873472,0.486874,-3.61998e-06,0,-0.486874,-0.873472,3.62e-06,0,-0.121719,-0.218368,9.05001e-07,1|-1.39946e-06,4.92444e-06,1,0,-0.486871,-0.873474,3.62002e-06,0,0.873474,-0.486871,3.61996e-06,0,-0.121719,-0.218368,9.05001e-07,1|-1.39946e-06,4.92444e-06,1,0,-0.486871,-0.873474,3.62002e-06,0,0.873474,-0.486871,3.61996e-06,0,0.09665,-0.340086,1.80999e-06,1||
-0.299841,-0.953989,0,0,0.953989,-0.299841,0,0,0,0,1,0,0,0,0,1|-2.36801e-06,4.53885e-06,1,0,0.299841,0.953989,-3.61999e-06,0,-0.953989,0.299841,-3.61999e-06,0,0,0,0,1|-2.36801e-06,4.53885e-06,1,0,-0.95399,0.299837,-3.61998e-06,0,-0.299837,-0.95399,3.62e-06,0,0,0,0,1|-2.36801e-06,4.53885e-06,1,0,-0.95399,0.299837,-3.61998e-06,0,-0.299837,-0.95399,3.62e-06,0,-0.0749593,-0.238498,9.05001e-07,1|-2.36801e-06,4.53885e-06,1,0,-0.299834,-0.953991,3.62002e-06,0,0.953991,-0.299834,3.61996e-06,0,-0.0749593,-0.238498,9.05001e-07,1|-2.36801e-06,4.53885e-06,1,0,-0.299834,-0.953991,3.62002e-06,0,0.953991,-0.299834,3.61996e-06,0,0.163538,-0.313456,1.80999e-06,1||
-0.101366,-0.994849,0,0,0.994849,-0.101366,0,0,0,0,1,0,0,0,0,1|-3.2344e-06,3.96829e-06,1,0,0.101366,0.994849,-3.61999e-06,0,-0.994849,0.101366,-3.61999e-06,0,0,0,0,1|-3.2344e-06,3.96829e-06,1,0,-0.99485,0.101363,-3.61998e-06,0,-0.101363,-0.99485,3.62e-06,0,0,0,0,1|-3.2344e-06,3.96829e-06,1,0,-0.99485,0.101363,-3.61998e-06,0,-0.101363,-0.99485,3.62e-06,0,-0.0253406,-0.248712,9.05001e-07,1|-3.2344e-06,3.96829e-06,1,0,-0.101359,-0.99485,3.62002e-06,0,0.99485,-0.101359,3.61996e-06,0,-0.0253406,-0.248712,9.05001e-07,1|-3.2344e-06,3.96829e-06,1,0,-0.101359,-0.99485,3.62002e-06,0,0.99485,-0.101359,3.61996e-06,0,0.223372,-0.274052,1.80999e-06,1||
0.098286,-0.995158,0,0,0.995158,0.098286,0,0,0,0,1,0,0,0,0,1|-3.95826e-06,3.24667e-06,1,0,-0.098286,0.995158,-3.61999e-06,0,-0.995158,-0.098286,-3.61999e-06,0,0,0,0,1|-3.95826e-06,3.24667e-06,1,0,-0.995158,-0.0982896,-3.61998e-06,0,0.0982896,-0.995158,3.62e-06,0,0,0,0,1|-3.95826e-06,3.24667e-06,1,0,-0.995158,-0.0982896,-3.61998e-06,0,0.0982896,-0.995158,3.62e-06,0,0.0245724,-0.248789,9.05001e-07,1|-3.95826e-06,3.24667e-06,1,0,0.0982932,-0.995157,3.62002e-06,0,0.995157,0.0982932,3.61996e-06,0,0.0245724,-0.248789,9.05001e-07,1|-3.95826e-06,3.24667e-06,1,0,0.0982932,-0.995157,3.62002e-06,0,0.995157,0.0982932,3.61996e-06,0,0.273362,-0.224216,1.80999e-06,1||
0.296886,-0.954913,0,0,0.954913,0.296886,0,0,0,0,1,0,0,0,0,1|-4.5315e-06,2.38205e-06,1,0,-0.296886,0.954913,-3.61999e-06,0,-0.954913,-0.296886,-3.61999e-06,0,0,0,0,1|-4.5315e-06,2.38205e-06,1,0,-0.954912,-0.29689,-3.61998e-06,0,0.29689,-0.954912,3.62e-06,0,0,0,0,1|-4.5315e-06,2.38205e-06,1,0,-0.954912,-0.29689,-3.61998e-06,0,0.29689,-0.954912,3.62e-06,0,0.0742224,-0.238728,9.05001e-07,1|-4.5315e-06,2.38205e-06,1,0,0.296893,-0.954911,3.62002e-06,0,0.954911,0.296893,3.61996e-06,0,0.0742224,-0.238728,9.05001e-07,1|-4.5315e-06,2.38205e-06,1,0,0.296893,-0.954911,3.62002e-06,0,0.954911,0.296893,3.61996e-06,0,0.31295,-0.164505,1.80999e-06,1||
0.498974,-0.866617,0,0,0.866617,0.498974,0,0,0,0,1,0,0,0,0,1|-4.94343e-06,1.33086e-06,1,0,-0.498974,0.866617,-3.61999e-06,0,-0.866617,-0.498974,-3.61999e-06,0,0,0,0,1|-4.94343e-06,1.33086e-06,1,0,-0.866615,-0.498977,-3.61998e-06,0,0.498977,-0.866615,3.62e-06,0,0,0,0,1|-4.94343e-06,1.33086e-06,1,0,-0.866615,-0.498977,-3.61998e-06,0,0.498977,-0.866615,3.62e-06,0,0.124744,-0.216654,9.05001e-07,1|-4.94342e-06,1.33086e-06,1,0,0.49898,-0.866613,3.62002e-06,0,0.866613,0.49898,3.61996e-06,0,0.124744,-0.216654,9.05001e-07,1|-4.94342e-06,1.33086e-06,1,0,0.49898,-0.866613,3.62002e-06,0,0.866613,0.49898,3.61996e-06,0,0.341398,-0.0919088,1.80999e-06,1||
0.667912,-0.744241,0,0,0.744241,0.667912,0,0,0,0,1,0,0,0,0,1|-5.11198e-06,2.76311e-07,1,0,-0.667911,0.744241,-3.61999e-06,0,-0.744241,-0.667911,-3.61999e-06,0,0,0,0,1|-5.11198e-06,2.76311e-07,1,0,-0.744238,-0.667914,-3.61998e-06,0,0.667914,-0.744238,3.62e-06,0,0,0,0,1|-5.11198e-06,2.76311e-07,1,0,-0.744238,-0.667914,-3.61998e-06,0,0.667914,-0.744238,3.62e-06,0,0.166979,-0.18606,9.05001e-07,1|-5.11198e-06,2.76311e-07,1,0,0.667917,-0.744236,3.62002e-06,0,0.744236,0.667917,3.61996e-06,0,0.166979,-0.18606,9.05001e-07,1|-5.11198e-06,2.76311e-07,1,0,0.667917,-0.744236,3.62002e-06,0,0.744236,0.667917,3.61996e-06,0,0.353037,-0.0190803,1.80999e-06,1||
0.786664,-0.617382,0,0,0.617382,0.786664,0,0,0,0,1,0,0,0,0,1|-5.08263e-06,-6.128e-07,1,0,-0.786664,0.617382,-3.61999e-06,0,-0.617382,-0.786664,-3.61999e-06,0,0,0,0,1|-5.08263e-06,-6.128e-07,1,0,-0.617379,-0.786666,-3.61998e-06,0,0.786666,-0.617379,3.62e-06,0,0,0,0,1|-5.08263e-06,-6.128e-07,1,0,-0.617379,-0.786666,-3.61998e-06,0,0.786666,-0.617379,3.62e-06,0,0.196666,-0.154345,9.05001e-07,1|-5.08263e-06,-6.128e-07,1,0,0.786668,-0.617376,3.62002e-06,0,0.617376,0.786668,3.61996e-06,0,0.196666,-0.154345,9.05001e-07,1|-5.08263e-06,-6.128e-07,1,0,0.786668,-0.617376,3.62002e-06,0,0.617376,0.786668,3.61996e-06,0,0.35101,0.0423224,1.80999e-06,1||
0.898074,-0.439844,0,0,0.439844,0.898074,0,0,0,0,1,0,0,0,0,1|-4.84325e-06,-1.65879e-06,1,0,-0.898074,0.439844,-3.61999e-06,0,-0.439844,-0.898074,-3.61999e-06,0,0,0,0,1|-4.84325e-06,-1.65879e-06,1,0,-0.439841,-0.898076,-3.61998e-06,0,0.898076,-0.439841,3.62e-06,0,0,0,0,1|-4.84325e-06,-1.65879e-06,1,0,-0.439841,-0.898076,-3.61998e-06,0,0.898076,-0.439841,3.62e-06,0,0.224519,-0.10996,9.05001e-07,1|-4.84325e-06,-1.65879e-06,1,0,0.898077,-0.439838,3.62002e-06,0,0.439838,0.898077,3.61996e-06,0,0.224519,-0.10996,9.05001e-07,1|-4.84325e-06,-1.65879e-06,1,0,0.898077,-0.439838,3.62002e-06,0,0.439838,0.898077,3.61996e-06,0,0.334478,0.114559,1.80999e-06,1||
0.968555,-0.248799,0,0,0.248799,0.968555,0,0,0,0,1,0,0,0,0,1|-4.40681e-06,-2.60551e-06,1,0,-0.968555,0.248799,-3.61999e-06,0,-0.248799,-0.968555,-3.61999e-06,0,0,0,0,1|-4.40681e-06,-2.60551e-06,1,0,-0.248795,-0.968556,-3.61998e-06,0,0.968556,-0.248795,3.62e-06,0,0,0,0,1|-4.40681e-06,-2.60551e-06,1,0,-0.248795,-0.968556,-3.61998e-06,0,0.968556,-0.248795,3.62e-06,0,0.242139,-0.0621988,9.05001e-07,1|-4.40681e-06,-2.60551e-06,1,0,0.968557,-0.248792,3.62002e-06,0,0.248792,0.968557,3.61996e-06,0,0.242139,-0.0621988,9.05001e-07,1|-4.40681e-06,-2.60551e-06,1,0,0.968557,-0.248792,3.62002e-06,0,0.248792,0.968557,3.61996e-06,0,0.304337,0.17994,1.80999e-06,1||
0.999261,-0.0384458,0,0,0.0384458,0.999261,0,0,0,0,1,0,0,0,0,1|-3.75649e-06,-3.47814e-06,1,0,-0.999261,0.0384458,-3.61999e-06,0,-0.0384458,-0.999261,-3.61999e-06,0,0,0,0,1|-3.75649e-06,-3.47814e-06,1,0,-0.0384422,-0.999261,-3.61998e-06,0,0.999261,-0.0384422,3.62e-06,0,0,0,0,1|-3.75649e-06,-3.47814e-06,1,0,-0.0384422,-0.999261,-3.61998e-06,0,0.999261,-0.0384422,3.62e-06,0,0.249815,-0.00961055,9.05001e-07,1|-3.75649e-06,-3.47814e-06,1,0,0.999261,-0.0384386,3.62002e-06,0,0.0384386,0.999261,3.61996e-06,0,0.249815,-0.00961055,9.05001e-07,1|-3.75649e-06,-3.47814e-06,1,0,0.999261,-0.0384386,3.62002e-06,0,0.0384386,0.999261,3.61996e-06,0,0.259425,0.240205,1.80999e-06,1||
0.978337,0.207019,0,0,-0.207019,0.978337,0,0,0,0,1,0,0,0,0,1|-2.79216e-06,-4.29098e-06,1,0,-0.978337,-0.207019,-3.61999e-06,0,0.207019,-0.978337,-3.61999e-06,0,0,0,0,1|-2.79216e-06,-4.29098e-06,1,0,0.207022,-0.978336,-3.61998e-06,0,0.978336,0.207022,3.62e-06,0,0,0,0,1|-2.79216e-06,-4.29098e-06,1,0,0.207022,-0.978336,-3.61998e-06,0,0.978336,0.207022,3.62e-06,0,0.244584,0.0517556,9.05001e-07,1|-2.79216e-06,-4.29098e-06,1,0,0.978335,0.207026,3.62002e-06,0,-0.207026,0.978335,3.61996e-06,0,0.244584,0.0517556,9.05001e-07,1|-2.79216e-06,-4.29098e-06,1,0,0.978335,0.207026,3.62002e-06,0,-0.207026,0.978335,3.61996e-06,0,0.192828,0.296339,1.80999e-06,1||
