0.9842,0.177062,0,0,-0.177062,0.9842,0,0,0,0,1,0,0,0,0,1|-2.92183e-06,-4.20375e-06,1,0,-0.9842,-0.177062,-3.61999e-06,0,0.177062,-0.9842,-3.61999e-06,0,0,0,0,1|-2.92183e-06,-4.20375e-06,1,0,0.177065,-0.984199,-3.61998e-06,0,0.984199,0.177065,3.62e-06,0,0,0,0,1|-2.92183e-06,-4.20375e-06,1,0,0.177065,-0.984199,-3.61998e-06,0,0.984199,0.177065,3.62e-06,0,0.24605,0.0442663,9.05001e-07,1|-2.92183e-06,-4.20375e-06,1,0,0.984198,0.177069,3.62002e-06,0,-0.177069,0.984198,3.61996e-06,0,0.24605,0.0442663,9.05001e-07,1|-2.92183e-06,-4.20375e-06,1,0,0.984198,0.177069,3.62002e-06,0,-0.177069,0.984198,3.61996e-06,0,0.201783,0.290316,1.80999e-06,1||
0.902181,0.431358,0,0,-0.431358,0.902181,0,0,0,0,1,0,0,0,0,1|-1.70437e-06,-4.8274e-06,1,0,-0.902181,-0.431358,-3.61999e-06,0,0.431358,-0.902181,-3.61999e-06,0,0,0,0,1|-1.70437e-06,-4.8274e-06,1,0,0.431362,-0.902179,-3.61998e-06,0,0.902179,0.431362,3.62e-06,0,0,0,0,1|-1.70437e-06,-4.8274e-06,1,0,0.431362,-0.902179,-3.61998e-06,0,0.902179,0.431362,3.62e-06,0,0.225545,0.10784,9.05001e-07,1|-1.70437e-06,-4.8274e-06,1,0,0.902178,0.431365,3.62002e-06,0,-0.431365,0.902178,3.61996e-06,0,0.225545,0.10784,9.05001e-07,1|-1.70437e-06,-4.8274e-06,1,0,0.902178,0.431365,3.62002e-06,0,-0.431365,0.902178,3.61996e-06,0,0.117704,0.333385,1.80999e-06,1||
0.78071,0.624893,0,0,-0.624893,0.78071,0,0,0,0,1,0,0,0,0,1|-5.64055e-07,-5.08827e-06,1,0,-0.78071,-0.624893,-3.61999e-06,0,0.624893,-0.78071,-3.61999e-06,0,0,0,0,1|-5.64055e-07,-5.08827e-06,1,0,0.624896,-0.780708,-3.61998e-06,0,0.780708,0.624896,3.62e-06,0,0,0,0,1|-5.64055e-07,-5.08827e-06,1,0,0.624896,-0.780708,-3.61998e-06,0,0.780708,0.624896,3.62e-06,0,0.195177,0.156224,9.05001e-07,1|-5.64055e-07,-5.08827e-06,1,0,0.780706,0.624899,3.62002e-06,0,-0.624899,0.780706,3.61996e-06,0,0.195177,0.156224,9.05001e-07,1|-5.64055e-07,-5.08827e-06,1,0,0.780706,0.624899,3.62002e-06,0,-0.624899,0.780706,3.61996e-06,0,0.0389522,0.3514,1.80999e-06,1||
0.612962,0.790112,0,0,-0.790112,0.612962,0,0,0,0,1,0,0,0,0,1|6.41281e-07,-5.07912e-06,1,0,-0.612962,-0.790112,-3.61999e-06,0,0.790112,-0.612962,-3.61999e-06,0,0,0,0,1|6.41281e-07,-5.07911e-06,1,0,0.790114,-0.612959,-3.61998e-06,0,0.612959,0.790114,3.62e-06,0,0,0,0,1|6.41281e-07,-5.07911e-06,1,0,0.790114,-0.612959,-3.61998e-06,0,0.612959,0.790114,3.62e-06,0,0.15324,0.197529,9.05001e-07,1|6.41281e-07,-5.07911e-06,1,0,0.612957,0.790116,3.62002e-06,0,-0.790116,0.612957,3.61996e-06,0,0.15324,0.197529,9.05001e-07,1|6.41281e-07,-5.07911e-06,1,0,0.612957,0.790116,3.62002e-06,0,-0.790116,0.612957,3.61996e-06,0,-0.0442892,0.350768,1.80999e-06,1||
0.446456,0.894806,0,0,-0.894806,0.446456,0,0,0,0,1,0,0,0,0,1|1.62302e-06,-4.85535e-06,1,0,-0.446456,-0.894806,-3.61999e-06,0,0.894806,-0.446456,-3.61999e-06,0,0,0,0,1|1.62302e-06,-4.85535e-06,1,0,0.894807,-0.446453,-3.61998e-06,0,0.446453,0.894807,3.62e-06,0,0,0,0,1|1.62302e-06,-4.85535e-06,1,0,0.894807,-0.446453,-3.61998e-06,0,0.446453,0.894807,3.62e-06,0,0.111613,0.223702,9.05001e-07,1|1.62302e-06,-4.85535e-06,1,0,0.446449,0.894809,3.62002e-06,0,-0.894809,0.446449,3.61996e-06,0,0.111613,0.223702,9.05001e-07,1|1.62302e-06,-4.85535e-06,1,0,0.446449,0.894809,3.62002e-06,0,-0.894809,0.446449,3.61996e-06,0,-0.112089,0.335314,1.80999e-06,1||
0.222901,0.974841,0,0,-0.974841,0.222901,0,0,0,0,1,0,0,0,0,1|2.72202e-06,-4.33581e-06,1,0,-0.222901,-0.974841,-3.61999e-06,0,0.974841,-0.222901,-3.61999e-06,0,0,0,0,1|2.72201e-06,-4.33581e-06,1,0,0.974842,-0.222898,-3.61998e-06,0,0.222898,0.974842,3.62e-06,0,0,0,0,1|2.72201e-06,-4.33581e-06,1,0,0.974842,-0.222898,-3.61998e-06,0,0.222898,0.974842,3.62e-06,0,0.0557244,0.24371,9.05001e-07,1|2.72201e-06,-4.33581e-06,1,0,0.222894,0.974843,3.62002e-06,0,-0.974843,0.222894,3.61996e-06,0,0.0557244,0.24371,9.05001e-07,1|2.72201e-06,-4.33581e-06,1,0,0.222894,0.974843,3.62002e-06,0,-0.974843,0.222894,3.61996e-06,0,-0.187986,0.299434,1.80999e-06,1||
0.0167789,0.999859,0,0,-0.999859,0.0167789,0,0,0,0,1,0,0,0,0,1|3.55874e-06,-3.68022e-06,1,0,-0.0167789,-0.999859,-3.61999e-06,0,0.999859,-0.0167789,-3.61999e-06,0,0,0,0,1|3.55874e-06,-3.68022e-06,1,0,0.999859,-0.0167753,-3.61998e-06,0,0.0167753,0.999859,3.62e-06,0,0,0,0,1|3.55874e-06,-3.68022e-06,1,0,0.999859,-0.0167753,-3.61998e-06,0,0.0167753,0.999859,3.62e-06,0,0.00419383,0.249965,9.05001e-07,1|3.55874e-06,-3.68022e-06,1,0,0.0167717,0.999859,3.62002e-06,0,-0.999859,0.0167717,3.61996e-06,0,0.00419383,0.249965,9.05001e-07,1|3.55874e-06,-3.68022e-06,1,0,0.0167717,0.999859,3.62002e-06,0,-0.999859,0.0167717,3.61996e-06,0,-0.245771,0.254158,1.80999e-06,1||
-0.195954,0.980613,0,0,-0.980613,-0.195954,0,0,0,0,1,0,0,0,0,1|4.25916e-06,-2.84046e-06,1,0,0.195954,-0.980613,-3.61999e-06,0,0.980613,0.195954,-3.61999e-06,0,0,0,0,1|4.25916e-06,-2.84046e-06,1,0,0.980612,0.195958,-3.61998e-06,0,-0.195958,0.980612,3.62e-06,0,0,0,0,1|4.25916e-06,-2.84046e-06,1,0,0.980612,0.195958,-3.61998e-06,0,-0.195958,0.980612,3.62e-06,0,-0.0489894,0.245153,9.05001e-07,1|4.25916e-06,-2.84046e-06,1,0,-0.195961,0.980612,3.62002e-06,0,-0.980612,-0.195961,3.61996e-06,0,-0.0489894,0.245153,9.05001e-07,1|4.25916e-06,-2.84046e-06,1,0,-0.195961,0.980612,3.62002e-06,0,-0.980612,-0.195961,3.61996e-06,0,-0.294142,0.196163,1.80999e-06,1||
-0.45399,0.891007,0,0,-0.891007,-0.45399,0,0,0,0,1,0,0,0,0,1|4.86887e-06,-1.582e-06,1,0,0.45399,-0.891007,-3.61999e-06,0,0.891007,0.45399,-3.61999e-06,0,0,0,0,1|4.86887e-06,-1.582e-06,1,0,0.891005,0.453993,-3.61998e-06,0,-0.453993,0.891005,3.62e-06,0,0,0,0,1|4.86887e-06,-1.582e-06,1,0,0.891005,0.453993,-3.61998e-06,0,-0.453993,0.891005,3.62e-06,0,-0.113498,0.222751,9.05001e-07,1|4.86887e-06,-1.582e-06,1,0,-0.453996,0.891003,3.62002e-06,0,-0.891003,-0.453996,3.61996e-06,0,-0.113498,0.222751,9.05001e-07,1|4.86887e-06,-1.582e-06,1,0,-0.453996,0.891003,3.62002e-06,0,-0.891003,-0.453996,3.61996e-06,0,-0.336249,0.109252,1.80999e-06,1||
-0.632071,0.774911,0,0,-0.774911,-0.632071,0,0,0,0,1,0,0,0,0,1|5.09326e-06,-5.17079e-07,1,0,0.632071,-0.774911,-3.61999e-06,0,0.774911,0.632071,-3.61999e-06,0,0,0,0,1|5.09326e-06,-5.17079e-07,1,0,0.774908,0.632074,-3.61998e-06,0,-0.632074,0.774908,3.62e-06,0,0,0,0,1|5.09326e-06,-5.17079e-07,1,0,0.774908,0.632074,-3.61998e-06,0,-0.632074,0.774908,3.62e-06,0,-0.158018,0.193727,9.05001e-07,1|5.09326e-06,-5.17079e-07,1,0,-0.632076,0.774906,3.62002e-06,0,-0.774906,-0.632076,3.61996e-06,0,-0.158018,0.193727,9.05001e-07,1|5.09326e-06,-5.17079e-07,1,0,-0.632076,0.774906,3.62002e-06,0,-0.774906,-0.632076,3.61996e-06,0,-0.351745,0.035708,1.80999e-06,1||
-0.777202,0.629251,0,0,-0.629251,-0.777202,0,0,0,0,1,0,0,0,0,1|5.09135e-06,5.35584e-07,1,0,0.777202,-0.629251,-3.61999e-06,0,0.629251,0.777202,-3.61999e-06,0,0,0,0,1|5.09135e-06,5.35584e-07,1,0,0.629248,0.777205,-3.61998e-06,0,-0.777205,0.629248,3.62e-06,0,0,0,0,1|5.09135e-06,5.35584e-07,1,0,0.629248,0.777205,-3.61998e-06,0,-0.777205,0.629248,3.62e-06,0,-0.194301,0.157312,9.05001e-07,1|5.09134e-06,5.35584e-07,1,0,-0.777207,0.629245,3.62002e-06,0,-0.629245,-0.777207,3.61996e-06,0,-0.194301,0.157312,9.05001e-07,1|5.09134e-06,5.35584e-07,1,0,-0.777207,0.629245,3.62002e-06,0,-0.629245,-0.777207,3.61996e-06,0,-0.351612,-0.0369898,1.80999e-06,1||
-0.875367,0.483459,0,0,-0.483459,-0.875367,0,0,0,0,1,0,0,0,0,1|4.91894e-06,1.41871e-06,1,0,0.875367,-0.483459,-3.61999e-06,0,0.483459,0.875367,-3.61999e-06,0,0,0,0,1|4.91894e-06,1.41871e-06,1,0,0.483455,0.875369,-3.61998e-06,0,-0.875369,0.483455,3.62e-06,0,0,0,0,1|4.91894e-06,1.41871e-06,1,0,0.483455,0.875369,-3.61998e-06,0,-0.875369,0.483455,3.62e-06,0,-0.218842,0.120864,9.05001e-07,1|4.91893e-06,1.41871e-06,1,0,-0.875371,0.483452,3.62002e-06,0,-0.483452,-0.875371,3.61996e-06,0,-0.218842,0.120864,9.05001e-07,1|4.91893e-06,1.41871e-06,1,0,-0.875371,0.483452,3.62002e-06,0,-0.483452,-0.875371,3.61996e-06,0,-0.339705,-0.0979788,1.80999e-06,1||
-0.964403,0.264436,0,0,-0.264436,-0.964403,0,0,0,0,1,0,0,0,0,1|4.44838e-06,2.53388e-06,1,0,0.964403,-0.264435,-3.61999e-06,0,0.264435,0.964403,-3.61999e-06,0,0,0,0,1|4.44838e-06,2.53388e-06,1,0,0.264432,0.964404,-3.61998e-06,0,-0.964404,0.264432,3.62e-06,0,0,0,0,1|4.44838e-06,2.53388e-06,1,0,0.264432,0.964404,-3.61998e-06,0,-0.964404,0.264432,3.62e-06,0,-0.241101,0.066108,9.05001e-07,1|4.44838e-06,2.53388e-06,1,0,-0.964405,0.264429,3.62002e-06,0,-0.264429,-0.964405,3.61996e-06,0,-0.241101,0.066108,9.05001e-07,1|4.44838e-06,2.53388e-06,1,0,-0.964405,0.264429,3.62002e-06,0,-0.264429,-0.964405,3.61996e-06,0,-0.307208,-0.174993,1.80999e-06,1||
